,일자,식사명,식사내용
827,20030925,아침식사,"깻잎양념절임,꽁치시래기찌개,녹두죽,쇠고기떡볶음,시금치된장국,쌀밥,여러가지야채7,요구르트,포기김치"
828,20030925,아침식사2,"딸기잼(대),모닝빵,모듬샐러드,미니돈까스,케찹소스,스위트피클,야채토스트,요구르트,크림스프(경양식),후르츠펀치"
829,20030925,점심식사,"계란찜,돈육두루치기,보리밥,비빔된장,양송이피망볶음,열무김치,콩나물국,포도"
830,20030925,저녁식사,"깍두기(손칼),깻잎부추전,닭백숙,쌀밥,자반고등어찜2,치커리무생채"
831,20030926,아침식사,"계란후라이,깍두기(손칼),소라죽(소),쌀밥,쑥갓두부무침,어채볶음(굵은채),여러가지야채2,요플레,쭈꾸미볶음,콩가루배추국(단배추)-사용불가"
832,20030926,아침식사2,"계란후라이,딸기잼(대),맛감자튀김,모듬샐러드,옥수수스프(경양식),요플레,토스트&모닝빵(양식),햄구이(경양식)"
833,20030926,점심식사,"닭조림(토막),맛살냉채,멸치볶음,수정과,순대국밥1,알타리김치,참나물겉절이"
834,20030926,저녁식사,"동태매운탕(가공),쇠고기피망볶음,쌀밥,야채고로케,열무된장무침,오이지무침,포기김치2"
835,20030927,아침식사,"북어무국,생선묵조림,쌀밥,여러가지야채4,콩나물무침,포기김치,표고쇠고기볶음,화인쿨,흑임자죽"
836,20030927,아침식사2,"감자튀김(40),더운야채,모듬샐러드,비엔나구이(경앙식),쇠고기스프(경양식),포도잼(대),프렌치토스트&모닝빵,화인쿨"
837,20030927,점심식사,"가자미양념장구이,단배추겉절이,메추리알햄조림,쌀밥(반공기),아오리사과,알타리김치,해물칼국수"
838,20030927,저녁식사,"깍두기(손칼),두부양념장구이,들깨무채국,방울토마토,오징어회무침,천사채샐러드,하이라이스"
839,20030928,아침식사,"깍두기(손칼),돈등뼈감자탕,삼치무조림,쌀밥,여러가지야채7,오징어젓무침,우유,콩죽,풋고추된장무침"
840,20030928,아침식사2,"당근스프(경양식),모듬샐러드,사과잼(대),오징어바튀김,우유,콘후레이크,토스트&모닝빵(양식),후르츠펀치"
841,20030928,점심식사,"감자베이컨볶음,들깨미역국,레몬차,쇠불고기,쑥갓양파겉절이,치킨너겟,포기김치2,흑미밥"
842,20030928,저녁식사,"대구콩나물찜,만두국,쌀밥,연근조림,통도라지무침,포기김치2,햄야채볶음"
843,20030929,아침식사,"건새우마늘쫑볶음,깻잎양념절임,미역된장국,삼치소금구이,쌀밥,야채죽,여러가지야채8,우유,포기김치"
844,20030929,아침식사2,"감자튀김(40),딸기잼(대),모듬샐러드,삶은계란(양식),양송이스프(경양식),우유,콘후레이크,토스트&모닝빵(양식)"
845,20030929,점심식사,"김치국,깍두기(손칼),쌀밥,쑥갓두부무침,안동찜닭,오징어야채볶음,콩나물무침,후르츠펀치"
846,20030929,저녁식사,"동그랑땡계란전,쇠고기떡볶음,야채밥,열무겉절이,즉석김구이,포기김치2,호박새우젓국"
847,20030930,아침식사,"감자채볶음,깍두기(손칼),꽁치양념구이,닭곰탕,마늘쫑지무침,소라죽(소),쌀밥,여러가지야채4,요플레"
848,20030930,아침식사2,"당근스프(경양식),모듬샐러드,미니돈까스,케찹소스,스위트피클,요플레,포도잼(대),프렌치토스트&모닝빵,후르츠펀치"
849,20030930,점심식사,"꽈리고추찜,다시마채무침,삼치엿장조림,쌀밥,어묵무국,오징어볼탕수,포기김치2"
850,20030930,저녁식사,"감자수제비국(큰그릇),골뱅이야채무침,김치전,깍두기(손칼),돈육장조림,시금치나물(90),쌀밥"
851,20031001,아침식사,"계란후라이,고등어김치찌개,깍두기(손칼),생선묵조림,쇠고기맑은국,쌀밥,알땅콩죽,통두부,양념장,화인쿨"
852,20031001,아침식사2,"계란후라이,군감자,딸기잼(대),모듬샐러드,쇠고기스프(경양식),여러가지야채7,토스트&모닝빵(양식),햄구이(경양식),화인쿨"
853,20031001,점심식사,"깍두기(손칼),닭조림(토막),대추차,새우맛살튀김,쇠고기덮밥,열무김치,콩가루배추국(단배추)-사용불가"
854,20031001,저녁식사,"대체용음식,메기탕,쌀밥,알타리김치,어채볶음(굵은채),오리고추장불고기,풋고추된장무침"
855,20031002,아침식사," 알감자 쇠고기 조림,들깨미역국,쌀밥,오징어회무침,요구르트,잔파생채(70),포기김치,흑임자죽"
856,20031002,아침식사2,"감자튀김(40),그린스프(경양식),더운야채,딸기잼(대),모닝빵,모듬샐러드,비엔나구이(경앙식),야채토스트,여러가지야채8,요구르트"
857,20031002,점심식사,"계란찜,꽁치소금구이2,돈육야채볶음,돌나물겉절이,떡국,방울토마토,포기김치2,흑미밥"
858,20031002,저녁식사,"갈치무조림,깍두기(손칼),도토리묵무침,쌀밥,육개장,참나물겉절이,햄느타리볶음"
859,20031003,아침식사,"녹두죽,동태무조림(가공),맛살야채볶음,쌀밥,열무된장국,우유,포기김치,호박나물"
860,20031003,아침식사2,"군감자,모듬샐러드,사과잼(대),양송이스프(경양식),여러가지야채4,우유,콘후레이크,토스트&모닝빵(양식),후르츠펀치"
861,20031003,점심식사,"노란호박전,마늘쫑멸치볶음,북어해장국,쇠고기메추리알조림,식혜,쌀밥,치커리무생채,포기김치2"
862,20031003,저녁식사,"더운야채,돈까스,모듬샐러드,스위트피클,쌀밥(반공기),으깬감자샐러드,크림스프,포기김치"
863,20031004,아침식사,"감자조림,꽁치두부찌개,쌀밥,오징어무국,진미고추장무침,참치죽,포기김치,피크닉"
864,20031004,아침식사2,"감자튀김(40),당근스프(경양식),더운야채,딸기잼(대),모듬샐러드,비엔나구이(경앙식),여러가지야채6,프렌치토스트&모닝빵,피크닉"
865,20031004,점심식사,"떡볶이,사과,시금치나물(90),쌀밥,아몬드닭강정,잔치국수,포기김치2"
866,20031004,저녁식사,"쌀밥,쑥갓양파겉절이,양송이피망볶음,열무된장국,제육콩나물볶음,탕수만두,포기김치"
867,20031005,아침식사,"고구마죽,쌀밥,오이양파무침,우유,자반고등어찜2,콩나물국,포기김치,햄멸치꽈리조림"
868,20031005,아침식사2,"모듬샐러드,쇠고기스프(경양식),스크램블에그(경양식),여러가지야채4,오징어바튀김,우유,콘후레이크,토스트&모닝빵(양식),포도잼(대)"
869,20031005,점심식사,"산채비빔밥,생선까스,수정과,팽이버섯국,포기김치2"
870,20031005,저녁식사,"깍두기(손칼),깐마늘고추장무침,삼치무조림,열무된장무침,장터국밥,해물파전"
871,20031006,아침식사,"닭파인애플조림(토막),동그랑땡구이,케찹,미역줄기볶음,쌀밥,알땅콩죽,우유,탕국,포기김치"
872,20031006,아침식사2,"군감자,당근스프(경양식),더운야채,딸기잼(대),모듬샐러드,여러가지야채8,우유,콘후레이크,토스트&모닝빵(양식)"
873,20031006,점심식사,"꽁치양념구이,메추리알꽈리조림,물만두국,바나나,쌀밥,진미잔파무침,포기김치2,호박나물"
874,20031006,저녁식사,"돈육야채볶음,두부강정,땅콩조림,쌀밥,양배추쌈,치커리무생채,콩나물국,포기김치2"
875,20031007,아침식사," 알감자 쇠고기 조림,닭죽(잔파),돌나물겉절이,시금치계란국,쌀밥,오징어야채볶음,포기김치,화인쿨"
876,20031007,아침식사2,"감자튀김(40),딸기잼(대),모듬샐러드,비엔나구이(경앙식),여러가지야채2,크림스프(경양식),프렌치토스트&모닝빵,화인쿨,후르츠펀치"
877,20031007,점심식사,"갈치무조림,닭다리버터구이,도라지나물,들깨미역국,식혜,잡채(돈육),찰밥,참나물무침,포기김치2"
878,20031007,저녁식사,"깐풍기,돈육짜장볶음,북어계란국,스틱단무지무침,쌀밥,쫄면야채무침,포기김치2"
879,20031008,아침식사,"계란후라이,김치국,깍두기(손칼),동태무조림(가공),마늘쫑어묵볶음,쌀밥,야채죽,열무된장무침,우유"
880,20031008,아침식사2,"계란후라이,그린스프(경양식),모듬샐러드,여러가지야채4,우유,콘후레이크,토스트&모닝빵(양식),포도잼(대),햄구이(경양식)"
881,20031008,점심식사,"돈등뼈감자탕,삼치엿장조림,쌀밥,알타리김치,오이양파무침,오징어젓무침,포도,해물파전"
882,20031008,저녁식사,"계란찜,들깨무채국,쇠고기양송이볶음,쑥갓양파겉절이,영양밥,포기김치2,호박새우젓볶음"
883,20031009,아침식사,"근대국,꽁치두부찌개,누룽지,돈육장조림,숙주미나리나물,쌀밥,요구르트,포기김치"
884,20031009,아침식사2,"더운야채,동그랑땡구이,케찹,딸기잼(대),모닝빵,모듬샐러드,스위트피클,야채토스트,양송이스프(경양식),여러가지야채7,요구르트"
885,20031009,점심식사,"건새우마늘쫑볶음,동그랑땡계란전,불고기낙지찌개,소면사리,쌀밥,잔파김무침,콩나물국,팥죽,포기김치2"
886,20031009,저녁식사,"깍두기(손칼),깐마늘고추장무침,닭개장,생선묵조림,쌀밥,열기찜,표고피망볶음"
887,20031010,아침식사,"깍두기(손칼),닭불고기(180),쌀밥,오이부추무침,오징어무국,우유,햄야채볶음,흑임자죽"
888,20031010,아침식사2,"군감자,당근스프(경양식),딸기잼(대),모듬샐러드,여러가지야채8,우유,콘후레이크,토스트&모닝빵(양식),후르츠펀치"
889,20031010,점심식사,"가자미양념장구이,깍두기(손칼),대추차,도토리묵상추무침,멸치볶음,쌀밥,추어탕,풋고추,쌈장"
890,20031010,저녁식사,"두부양념장구이,북어무국,오징어회무침,카레라이스,콘후레이크과일샐러드,포기김치2"
891,20031011,아침식사,"꽁치김치조림,땅콩조림,소라죽(소),쌀밥,육개장,진미고추장무침,포기김치,피크닉"
892,20031011,아침식사2,"더운야채,딸기잼(대),맛감자튀김,모듬샐러드,비엔나구이(경앙식),쇠고기스프(경양식),여러가지야채4,프렌치토스트&모닝빵,피크닉"
893,20031011,점심식사,"단무지.옥파,닭조림(토막),맛살냉채,쌀밥(반공기),요구르트,짬뽕,탕수만두,포기김치2"
894,20031011,저녁식사,"고등어무조림,미역된장국,삼겹살구이2,상추깻잎쌈,쌀밥,참나물겉절이,포기김치2"
895,20031012,아침식사,"갈치그릴구이,감자당면찌개,깻잎양파겉절이,메추리알햄조림,쌀밥,우유,콩죽,포기김치"
896,20031012,아침식사2,"그린스프(경양식),모듬샐러드,여러가지야채7,오징어바튀김,우유,콘후레이크,토스트&모닝빵(양식),포도잼(대),후르츠펀치"
897,20031012,점심식사,"계란찜,골뱅이야채무침,대구지리(가공),돈육두루치기,비빔된장,사과,쌀밥,열무김치"
898,20031012,저녁식사,"비엔나꽈리조림,쇠고기피망볶음,쌀밥,어묵쑥갓무국,천사채샐러드,포기김치2"
899,20031013,아침식사,"가자미양념장구이,고사리들깨무침,녹두죽,북어계란국,쌀밥,어묵맛살조림,우유,포기김치"
900,20031013,아침식사2,"더운야채,딸기잼(대),모듬샐러드,스크램블에그(경양식),양송이스프(경양식),여러가지야채2,우유,콘후레이크,토스트&모닝빵(양식)"
901,20031013,점심식사,"건새우마늘쫑볶음,돌나물겉절이,두부양념장구이,월동초된장국,콩나물밥2,포기김치2,표고쇠고기볶음,후르츠펀치"
902,20031013,저녁식사,"깍두기(손칼),꽁치무조림,쌀밥,열무된장무침,장터국밥,통마늘장아찌,해물파전"
903,20031014,아침식사,"고등어무조림,김치국,깍두기(손칼),깻잎양념절임,쌀밥,야채죽,요구르트,햄느타리볶음"
904,20031014,아침식사2,"군감자,딸기잼(대),모듬샐러드,비엔나구이(경앙식),여러가지야채4,요구르트,크림스프(경양식),프렌치토스트&모닝빵,후르츠펀치"
905,20031014,점심식사,"닭파인애플조림(토막),미숫가루2,생선까스,쌀밥,오이생채,우엉채조림,육개장,포기김치2"
906,20031014,저녁식사,"비빔만두,쑥갓양파겉절이,팽이버섯국,포기김치2,해물볶음밥,해파리냉채"
907,20031015,아침식사,"누룽지,단배추나물,닭불고기(180),북어포고추장무침2,새알미역국,쌀밥,포기김치,화인쿨"
908,20031015,아침식사2,"감자튀김(40),그린스프(경양식),더운야채,모듬샐러드,사과잼(대),삶은계란(양식),여러가지야채8,토스트&모닝빵(양식),화인쿨"
909,20031015,점심식사,"계란찜,도토리묵말이,돈육야채볶음,미역줄기볶음,바나나,쌀밥,오징어통회,포기김치2"
910,20031015,저녁식사,"깍두기(손칼),메기탕,삼치소금구이,쌀밥,어채볶음,참나물겉절이"
911,20031016,아침식사,"꽁치두부찌개,쌀밥,양송이피망볶음,오징어무국,잔파생채(70),포기김치,피크닉,흑임자죽"
912,20031016,아침식사2,"동그랑땡구이,케찹,딸기잼(대),모닝빵,모듬샐러드,스위트피클,야채토스트,여러가지야채2,크림스프(경양식),피크닉,후르츠펀치"
913,20031016,점심식사,"군고구마,닭살탕수,북어계란국,자장밥,쫄면야채무침,콘후레이크과일샐러드,포기김치2"
914,20031016,저녁식사,"근대국,꽈리고추찜,소면사리,쌀밥,야채고로케,쭈꾸미볶음,포기김치2,호박나물"
915,20031017,아침식사,"계란장조림,고등어김치찌개,깍두기(손칼),다시마채무침,쌀밥,야채죽,열무된장국,우유"
916,20031017,아침식사2,"계란후라이,군감자,딸기잼(대),모듬샐러드,쇠고기스프(경양식),여러가지야채4,우유,콘후레이크,토스트&모닝빵(양식),햄구이(경양식)"
917,20031017,점심식사,"깍두기(손칼),땅콩조림,부추김치,삼치소금구이,순대야채복음,쌀밥,어묵쑥갓무국,호박죽(소)"
918,20031017,저녁식사,"가자미양념장구이,닭곰탕,마늘쫑지무침,석박지,쌀밥,쑥갓두부무침,알감자조림,요구르트"
919,20031018,아침식사,"깍두기(손칼),깐마늘고추장무침,사골해장국,쌀밥,알땅콩죽,오징어야채볶음,요구르트,통두부,양념장"
920,20031018,아침식사2,"더운야채,딸기잼(대),맛감자튀김,모듬샐러드,비엔나구이(경앙식),여러가지야채8,요구르트,크림스프(경양식),프렌치토스트&모닝빵"
921,20031018,점심식사,"단배추겉절이,닭다리조림,사과,쌀밥(반공기),알타리김치,카레떡볶이,해물칼국수"
922,20031018,저녁식사,"두부양념장구이,쇠고기꽈리복음,야채밥,오이양파무침,즉석김구이,콩가루배추국(단배추)-사용불가,포기김치2"
